eco,name,eco_group,moves,is_tracked_core,is_long_tail,model_tier
D43,Semi-Slav Defense,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,e7e6",False,False,3
D44,Semi-Slav Defense Accepted,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,e7e6,c1g5,d5c4",False,False,3
D45,Semi-Slav Defense: Accelerated Meran Variation,D,"d2d4,d7d5,c2c4,c7c6,b1c3,g8f6,e2e3,e7e6,g1f3,a7a6",False,False,3
D46,Semi-Slav Defense: Bogoljubow Variation,D,"d2d4,d7d5,c2c4,c7c6,b1c3,g8f6,e2e3,e7e6,g1f3,b8d7,f1d3,f8e7",False,False,3
D47,Semi-Slav Defense: Meran Variation,D,"d2d4,d7d5,c2c4,c7c6,b1c3,g8f6,e2e3,e7e6,g1f3,b8d7,f1d3,d5c4,d3c4,b7b5",False,False,3
D48,Semi-Slav Defense: Meran Variation,D,"d2d4,d7d5,c2c4,c7c6,b1c3,g8f6,e2e3,e7e6,g1f3,b8d7,f1d3,d5c4,d3c4,b7b5,c4d3,a7a6",False,False,3
D49,"Semi-Slav Defense: Meran Variation, Blumenfeld Variation",D,"d2d4,d7d5,c2c4,c7c6,b1c3,g8f6,e2e3,e7e6,g1f3,b8d7,f1d3,d5c4,d3c4,b7b5,c4d3,a7a6,e3e4,c6c5,e4e5,c5d4,c3b5",False,False,3
D50,Queen's Gambit Declined: Been-Koomen Variation,D,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,c7c5",False,False,3
D51,Queen's Gambit Declined: Alekhine Variation,D,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,b8d7,g1f3,c7c6,e2e4",False,False,3
D52,Queen's Gambit Declined,D,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,e7e6,c1g5,b8d7,e2e3",False,False,3
D53,Queen's Gambit Declined,D,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,f8e7",False,False,3
D54,Queen's Gambit Declined: Neo-Orthodox Variation,D,"d2d4,g8f6,c2c4,e7e6,b1c3,d7d5,c1g5,f8e7,e2e3,e8g8,a1c1",False,False,3
D55,Queen's Gambit Declined: Anti-Tartakower Variation,D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8e7,c1g5,e8g8,e2e3,h7h6,g5f6",False,False,3
D56,Queen's Gambit Declined: Lasker Defense,D,"d2d4,d7d5,c2c4,e7e6,b1c3,f8e7,g1f3,g8f6,c1g5,h7h6,g5h4,e8g8,e2e3,f6e4",False,False,3
D57,"Queen's Gambit Declined: Lasker Defense, Bernstein Variation",D,"d2d4,g8f6,c2c4,e7e6,b1c3,d7d5,c1g5,f8e7,e2e3,h7h6,g5h4,e8g8,g1f3,f6e4,h4e7,d8e7,c4d5,e4c3,b2c3,e6d5,d1b3,e7d6",False,False,3
D58,Queen's Gambit Declined: Tartakower Defense,D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8e7,c1g5,h7h6,g5h4,e8g8,e2e3,b7b6",False,False,3
D59,Queen's Gambit Declined: Tartakower Defense,D,"d2d4,d7d5,c2c4,e7e6,b1c3,f8e7,g1f3,g8f6,c1g5,h7h6,g5h4,e8g8,e2e3,b7b6,c4d5,f6d5,h4e7,d8e7,c3d5,e6d5,a1c1,c8e6",False,False,3
D60,Queen's Gambit Declined: Orthodox Defense,D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8e7,c1g5,e8g8,e2e3,b8d7",False,False,3
D61,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation",D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8e7,c1g5,e8g8,e2e3,b8d7,d1c2",False,False,3
D62,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation, Flohr Line",D,"d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,b1c3,f8e7,c1g5,e8g8,e2e3,b8d7,d1c2,c7c5,c4d5",False,False,3
D63,"Queen's Gambit Declined: Orthodox Defense, Capablanca Variation",D,"g1f3,d7d5,d2d4,g8f6,c2c4,e7e6,b1c3,f8e7,c1g5,e8g8,e2e3,b8d7,a1c1,b7b6,c4d5,e6d5,f1b5",False,False,3
D64,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack",D,"d2d4,g8f6,c2c4,e7e6,b1c3,d7d5,g1f3,f8e7,c1g5,e8g8,e2e3,b8d7,a1c1,c7c6,a2a3,a7a6,d1c2",False,False,3
D65,"Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack",D,"d2d4,d7d5,g1f3,g8f6,c2c4,e7e6,b1c3,f8e7,c1g5,e8g8,e2e3,b8d7,a1c1,c7c6,d1c2,a7a6,c4d5",False,False,3
D66,"Queen's Gambit Declined: Orthodox Defense, Bd3 Line",D,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,f8e7,e2e3,e8g8,g1f3,b8d7,a1c1,c7c6,f1d3",False,False,3
D67,"Queen's Gambit Declined: Orthodox Defense, Alekhine Variation",D,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,f8e7,e2e3,e8g8,g1f3,b8d7,a1c1,c7c6,f1d3,d5c4,d3c4,f6d5,g5e7,d8e7,c3e4",False,False,3
D68,"Queen's Gambit Declined: Orthodox Defense, Classical Variation",D,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,f8e7,e2e3,e8g8,g1f3,b8d7,a1c1,c7c6,f1d3,d5c4,d3c4,f6d5,g5e7,d8e7,e1g1,d5c3,c1c3,e6e5",False,False,3
D69,"Queen's Gambit Declined: Orthodox Defense, Classical Variation",D,"d2d4,d7d5,c2c4,e7e6,b1c3,g8f6,c1g5,f8e7,e2e3,e8g8,g1f3,b8d7,a1c1,c7c6,f1d3,d5c4,d3c4,f6d5,g5e7,d8e7,e1g1,d5c3,c1c3,e6e5,d4e5,d7e5,f3e5,e7e5",False,False,3
D71,Neo-Grünfeld Defense: Exchange Variation,D,"d2d4,g8f6,c2c4,g7g6,g2g3,f8g7,f1g2,d7d5,c4d5,f6d5",False,False,3
D74,Neo-Grünfeld Defense: Delayed Exchange Variation,D,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d5,c4d5,f6d5,e1g1",False,False,3
D75,Neo-Grünfeld Defense: Delayed Exchange Variation,D,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,g1f3,e8g8,g2g3,d7d5,c4d5,f6d5,f1g2,c7c5,e1g1",False,False,3
D76,Neo-Grünfeld Defense: Delayed Exchange Variation,D,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d5,c4d5,f6d5,e1g1,d5b6",False,False,3
D77,Neo-Grünfeld Defense: Classical Variation,D,"d2d4,g8f6,g1f3,g7g6,g2g3,f8g7,f1g2,e8g8,e1g1,d7d5,c2c4",False,False,3
D78,"Neo-Grünfeld Defense: Classical Variation, Original Defense",D,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,c7c6,e1g1,d7d5",False,False,3
D79,Neo-Grünfeld Defense: Ultra-Delayed Exchange Variation,D,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,c7c6,e1g1,d7d5,c4d5,c6d5",False,False,3
D80,Grünfeld Defense,D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5",False,False,3
D81,"Grünfeld Defense: Russian Variation, Accelerated Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,d1b3",False,False,3
D82,Grünfeld Defense: Brinckmann Attack,D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c1f4",False,False,3
D83,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c1f4,f8g7,e2e3,e8g8",False,False,3
D84,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit Accepted",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c1f4,f8g7,e2e3,e8g8,c4d5,f6d5,c3d5,d8d5,f4c7",False,False,3
D85,Grünfeld Defense: Exchange Variation,D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c4d5,f6d5",False,False,3
D86,"Grünfeld Defense: Exchange Variation, Classical Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c4d5,f6d5,e2e4,d5c3,b2c3,f8g7,f1c4",False,False,3
D87,"Grünfeld Defense: Exchange Variation, Seville Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c4d5,f6d5,e2e4,d5c3,b2c3,f8g7,f1c4,c7c5,g1e2,b8c6,c1e3,e8g8,e1g1,c8g4,f2f3,c6a5,c4f7",False,False,3
D88,"Grünfeld Defense: Exchange Variation, Spassky Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c4d5,f6d5,e2e4,d5c3,b2c3,f8g7,f1c4,c7c5,g1e2,b8c6,c1e3,e8g8,e1g1,c5d4,c3d4",False,False,3
D89,"Grünfeld Defense: Exchange Variation, Sokolsky Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,c4d5,f6d5,e2e4,d5c3,b2c3,f8g7,f1c4,c7c5,g1e2,e8g8,e1g1,b8c6,c1e3,c8g4,f2f3,c6a5,c4d3,c5d4,c3d4,g4e6,d4d5",False,False,3
D90,Grünfeld Defense: Flohr Variation,D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,d1a4",False,False,3
D91,"Grünfeld Defense: Three Knights Variation, Petrosian System",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,c1g5",False,False,3
D92,"Grünfeld Defense: Three Knights Variation, Hungarian Attack",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,c1f4",False,False,3
D93,"Grünfeld Defense: Three Knights Variation, Hungarian Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,c1f4,e8g8,e2e3",False,False,3
D94,Grünfeld Defense: Flohr Defense,D,"d2d4,d7d5,c2c4,c7c6,b1c3,g8f6,e2e3,g7g6,g1f3,f8g7,f1d3,e8g8,e1g1,c8f5",False,False,3
D95,Grünfeld Defense: Botvinnik Variation,D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,e2e3,e8g8,d1b3,e7e6",False,False,3
D96,Grünfeld Defense: Russian Variation,D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,d1b3",False,False,3
D97,Grünfeld Defense: Russian Variation,D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,d1b3,d5c4,b3c4,e8g8,e2e4",False,False,3
D98,"Grünfeld Defense: Russian Variation, Keres Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,d1b3,d5c4,b3c4,e8g8,e2e4,c8g4,c1e3,f6d7,f1e2,d7b6,c4d3,b8c6,e1c1",False,False,3
D99,"Grünfeld Defense: Russian Variation, Smyslov Variation",D,"d2d4,g8f6,c2c4,g7g6,b1c3,d7d5,g1f3,f8g7,d1b3,d5c4,b3c4,e8g8,e2e4,c8g4,c1e3,f6d7,c4b3",False,False,3
E00,Catalan Opening,E,"d2d4,g8f6,c2c4,e7e6,g2g3",False,False,3
E01,Catalan Opening: Closed,E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2",False,False,3
E02,Catalan Opening: Open Defense,E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,d5c4",False,False,3
E03,Catalan Opening: Open Defense,E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,d5c4,d1a4,b8d7,a4c4",False,False,3
E04,Catalan Opening: Open Defense,E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,d5c4,g1f3",False,False,3
E05,"Catalan Opening: Open Defense, Classical Line",E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,d5c4,g1f3,f8e7",False,False,3
E06,Catalan Opening: Closed,E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,f8e7,g1f3",False,False,3
E07,Catalan Opening: Closed,E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,f8e7,g1f3,e8g8,e1g1,b8d7",False,False,3
E08,Catalan Opening: Closed,E,"d2d4,g8f6,c2c4,e7e6,g2g3,d7d5,f1g2,f8e7,g1f3,e8g8,e1g1,b8d7,d1c2",False,False,3
E09,"Catalan Opening: Closed Variation, Rabinovich Variation",E,"d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,d1c2,e7e6,b1d2,f8e7,g2g3,b8d7,f1g2,e8g8,e1g1,b7b5",False,False,3
E10,Blumenfeld Countergambit,E,"d2d4,g8f6,c2c4,e7e6,g1f3,c7c5,d4d5,b7b5",False,False,3
E11,Bogo-Indian Defense,E,"d2d4,g8f6,c2c4,e7e6,g1f3,f8b4",False,False,3
E12,Queen's Indian Defense,E,"d2d4,g8f6,c2c4,e7e6,g1f3,b7b6",False,False,3
E13,Queen's Indian Defense: Kasparov Variation,E,"d2d4,g8f6,c2c4,e7e6,g1f3,b7b6,b1c3,f8b4,c1g5,h7h6,g5h4,c8b7",False,False,3
E14,"Queen's Indian Defense, with e3",E,"d2d4,g8f6,g1f3,e7e6,e2e3,b7b6,f1d3,c8b7,e1g1,c7c5,c2c4",False,False,3
E15,Queen's Indian Defense: Buerger Variation,E,"d2d4,g8f6,c2c4,e7e6,g1f3,b7b6,g2g3,c8b7,f1g2,c7c5,d4d5,e6d5,f3g5",False,False,3
E16,Queen's Indian Defense: Capablanca Variation,E,"d2d4,g8f6,c2c4,e7e6,g1f3,b7b6,g2g3,c8b7,f1g2,f8b4",False,False,3
E17,Queen's Indian Defense: Anti-Queen's Indian System,E,"d2d4,g8f6,c2c4,e7e6,g1f3,b7b6,g2g3,c8b7,f1g2,f8e7,b1c3",False,False,3
E18,"Queen's Indian Defense: Classical Variation, Tiviakov Defense",E,"d2d4,g8f6,c2c4,e7e6,g1f3,b7b6,g2g3,c8b7,f1g2,f8e7,e1g1,e8g8,b1c3,b8a6",False,False,3
E19,"Queen's Indian Defense: Classical Variation, Traditional Variation, Main Line",E,"d2d4,g8f6,c2c4,e7e6,g1f3,b7b6,g2g3,c8b7,f1g2,f8e7,e1g1,e8g8,b1c3,f6e4,d1c2,e4c3,c2c3",False,False,3
E21,Nimzo-Indian Defense: Three Knights Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,g1f3",False,False,3
E22,Nimzo-Indian Defense: Spielmann Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1b3",False,False,3
E23,"Nimzo-Indian Defense: Spielmann Variation, Carlsbad Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1b3,c7c5,d4c5,b8c6,g1f3,f6e4,c1d2,e4d2",False,False,3
E24,Nimzo-Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,a2a3",False,False,3
E25,Nimzo-Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,f2f3,d7d5,a2a3,b4c3,b2c3,c7c5,c4d5",False,False,3
E26,Nimzo-Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,a2a3,b4c3,b2c3,c7c5,e2e3",False,False,3
E27,Nimzo-Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,a2a3,b4c3,b2c3,e8g8",False,False,3
E28,Nimzo-Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,a2a3,b4c3,b2c3",False,False,3
E29,Nimzo-Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,c7c5,f1d3,b8c6,a2a3,b4c3,b2c3,e8g8",False,False,3
E30,Nimzo-Indian Defense: Leningrad Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,c1g5",False,False,3
E31,"Nimzo-Indian Defense: Leningrad Variation, Benoni Defense",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,c1g5,h7h6,g5h4,c7c5,d4d5,d7d6",False,False,3
E32,Nimzo-Indian Defense: Classical Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2",False,False,3
E33,"Nimzo-Indian Defense: Classical Variation, Milner-Barry Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,b8c6,g1f3,d7d6",False,False,3
E34,"Nimzo-Indian Defense: Classical Variation, Belyavsky Gambit",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,d7d5,c4d5,d8d5,g1f3,d5f5,c2d1,e6e5",False,False,3
E35,"Nimzo-Indian Defense: Classical Variation, Noa Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,d7d5,c4d5,e6d5",False,False,3
E36,"Nimzo-Indian Defense: Classical Variation, Noa Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,d7d5,a2a3",False,False,3
E37,"Nimzo-Indian Defense: Classical Variation, Modern Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,d7d5,a2a3,b4c3,c2c3,f6e4,c3c2,c7c5",False,False,3
E38,"Nimzo-Indian Defense: Classical Variation, Berlin Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,c7c5",False,False,3
E39,"Nimzo-Indian Defense: Classical Variation, Berlin Variation, Macieja System",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,d1c2,c7c5,d4c5,e8g8,a2a3,b4c5,g1f3,b7b6",False,False,3
E40,Nimzo-Indian Defense: Rubinstein System,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3",False,False,3
E41,Nimzo-Indian Defense: Rubinstein System,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,c7c5",False,False,3
E42,"Nimzo-Indian Defense: Rubinstein System, Rubinstein Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,c7c5,g1e2",False,False,3
E43,Nimzo-Indian Defense: St. Petersburg Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,b7b6",False,False,3
E44,Nimzo-Indian Defense: St. Petersburg Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,b7b6,g1e2",False,False,3
E45,"Nimzo-Indian Defense: St. Petersburg Variation, Fischer Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,b7b6,g1e2,c8a6",False,False,3
E46,Nimzo-Indian Defense: Normal Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8",False,False,3
E47,Nimzo-Indian Defense: Normal Variation,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3",False,False,3
E48,"Nimzo-Indian Defense: Normal Variation, Classical Defense",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5",False,False,3
E49,"Nimzo-Indian Defense: Normal Variation, Botvinnik System",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,a2a3,b4c3,b2c3",False,False,3
E50,Nimzo-Indian Defense,E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,g1f3",False,False,3
E51,"Nimzo-Indian Defense: Normal Variation, Ragozin Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,g1f3,d7d5",False,False,3
E52,"Nimzo-Indian Defense: Normal Variation, Schlechter Defense",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,b7b6",False,False,3
E53,"Nimzo-Indian Defense: Normal Variation, Gligoric System",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5",False,False,3
E54,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Exchange Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5,e1g1,d5c4,d3c4",False,False,3
E55,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bronstein Variation",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5,e1g1,d5c4,d3c4,b8d7",False,False,3
E56,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5,e1g1,b8c6",False,False,3
E57,"Nimzo-Indian Defense: Normal Variation, Gligoric System, Bernstein Defense",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5,e1g1,b8c6,a2a3,d5c4,d3c4,c5d4",False,False,3
E58,"Nimzo-Indian Defense: Normal Variation, Bernstein Defense, Exchange Line",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5,e1g1,b8c6,a2a3,b4c3,b2c3",False,False,3
E59,"Nimzo-Indian Defense: Normal Variation, Bernstein Defense",E,"d2d4,g8f6,c2c4,e7e6,b1c3,f8b4,e2e3,e8g8,f1d3,d7d5,g1f3,c7c5,e1g1,b8c6,a2a3,b4c3,b2c3,d5c4,d3c4",False,False,3
E61,King's Indian Defense,E,"d2d4,g8f6,c2c4,g7g6,b1c3",False,False,3
E62,"King's Indian Defense: Fianchetto Variation, Carlsbad Variation",E,"d2d4,g8f6,c2c4,g7g6,g2g3,f8g7,f1g2,e8g8,b1c3,d7d6,g1f3,b8c6",False,False,3
E63,"King's Indian Defense: Fianchetto Variation, Panno Variation",E,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d6,e1g1,b8c6,b1c3,a7a6",False,False,3
E64,"King's Indian Defense: Fianchetto Variation, Double Fianchetto Attack",E,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,d7d6,f1g2,e8g8,e1g1,b8d7,b1c3,e7e5,b2b3",False,False,3
E65,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation",E,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d6,e1g1,c7c5,b1c3",False,False,3
E66,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line",E,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d6,e1g1,c7c5,b1c3,b8c6,d4d5",False,False,3
E67,"King's Indian Defense: Fianchetto Variation, Classical Fianchetto",E,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d6,e1g1,b8d7,b1c3,e7e5",False,False,3
E68,"King's Indian Defense: Fianchetto Variation, Classical Variation",E,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d6,e1g1,b8d7,b1c3,e7e5,e2e4",False,False,3
E69,"King's Indian Defense: Fianchetto Variation, Classical Main Line",E,"d2d4,g8f6,c2c4,g7g6,g1f3,f8g7,g2g3,e8g8,f1g2,d7d6,e1g1,b8d7,b1c3,e7e5,e2e4,c7c6,h2h3",False,False,3
E70,King's Indian Defense: Accelerated Averbakh Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,c1g5",False,False,3
E71,King's Indian Defense: Karpov System,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,h2h3,e8g8,c1e3",False,False,3
E72,"King's Indian Defense: Normal Variation, Deferred Fianchetto",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,g2g3",False,False,3
E73,King's Indian Defense: Averbakh Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f1e2,e8g8,c1g5",False,False,3
E74,"King's Indian Defense: Averbakh Variation, Benoni Defense",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f1e2,e8g8,c1g5,c7c5",False,False,3
E75,"King's Indian Defense: Averbakh Variation, Main Line",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f1e2,e8g8,c1g5,c7c5,d4d5,e7e6",False,False,3
E76,King's Indian Defense: Four Pawns Attack,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f4",False,False,3
E77,King's Indian Defense: Four Pawns Attack,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f1e2,e8g8,f2f4",False,False,3
E78,"King's Indian Defense: Four Pawns Attack, Fluid Attack",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f4,e8g8,g1f3,c7c5,f1e2",False,False,3
E79,"King's Indian Defense: Four Pawns Attack, Exchange Variation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f4,e8g8,g1f3,c7c5,f1e2,c5d4,f3d4,b8c6,c1e3",False,False,3
E80,King's Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3",False,False,3
E81,King's Indian Defense: Steiner Attack,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1g5",False,False,3
E82,"King's Indian Defense: Sämisch Variation, Double Fianchetto",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,b7b6",False,False,3
E83,"King's Indian Defense: Sämisch Variation, Panno Formation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,b8c6,g1e2,a7a6",False,False,3
E84,"King's Indian Defense: Sämisch Variation, Panno Main Line",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,b8c6,g1e2,a7a6,d1d2,a8b8",False,False,3
E85,"King's Indian Defense: Sämisch Variation, Orthodox Variation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5",False,False,3
E86,King's Indian Defense: Sämisch Variation,E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5,g1e2,c7c6",False,False,3
E87,"King's Indian Defense: Sämisch Variation, Bronstein Defense",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5,d4d5,f6h5,d1d2,d8h4,g2g3,h5g3,d2f2,g3f1,f2h4,f1e3,e1e2",False,False,3
E88,"King's Indian Defense: Sämisch Variation, Closed Variation",E,"d2d4,g8f6,c2c4,g7g6,b1c3,f8g7,e2e4,d7d6,f2f3,e8g8,c1e3,e7e5,d4d5,c7c6",False,False,3
